user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.234	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_025567525.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	98.41	0.379	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	21.43	11	0.99872	Genome has more than 36.7% of markers with multiple hits
binning_output.235	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.2%)
binning_output.236	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.6%)
binning_output.237	d__Bacteria;p__J088;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__J088;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	33.21	11	0.29452	Genome has more than 13.3% of markers with multiple hits
binning_output.238	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	35.13	11	0.95025	Genome has more than 30.0% of markers with multiple hits
binning_output.239	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	21.91	11	0.81013	Genome has more than 28.3% of markers with multiple hits
binning_output.240	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	32.15	11	0.92435	Genome has more than 22.5% of markers with multiple hits
binning_output.241	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.5%)
binning_output.242	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
binning_output.243	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	20.3	11	0.84537	Genome has more than 15.8% of markers with multiple hits
binning_output.244	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.71	11	0.80919	Genome domain questionable ( 12.5% Bacterial, 5.7% Archaeal)
binning_output.245	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	13.35	11	0.91821	N/A
binning_output.246	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.82	11	0.70764	Genome has more than 10.0% of markers with multiple hits
binning_output.247	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003063475.1, s__Limnohabitans curvus, 95.0, 96.97, 0.413; GCF_027924965.1, s__Limnohabitans sp027924965, 95.0, 96.41, 0.417; GCF_027924905.1, s__Limnohabitans sp027924905, 95.0, 95.89, 0.357; GCF_003063545.1, s__Limnohabitans sp003063545, 95.0, 94.26, 0.232; GCA_002282445.1, s__Limnohabitans sp002282445, 95.0, 94.03, 0.256; GCA_947455585.1, s__Limnohabitans sp947455585, 95.0, 93.3, 0.163; GCA_903952885.1, s__Limnohabitans sp903952885, 95.0, 93.19, 0.157; GCF_027925025.1, s__Limnohabitans sp027925025, 95.0, 92.56, 0.187; GCA_903886485.1, s__Limnohabitans sp903886485, 95.0, 92.54, 0.174; GCA_947447405.1, s__Limnohabitans sp947447405, 95.0, 92.3, 0.157; GCA_027485285.1, s__Limnohabitans sp027485285, 95.0, 91.87, 0.196	10.71	11	0.99197	N/A
binning_output.248	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000342265.1, s__Polynucleobacter sp000342265, 95.0, 98.12, 0.399; GCF_018687975.1, s__Polynucleobacter sp018687975, 95.0, 96.85, 0.343; GCF_018882325.1, s__Polynucleobacter sp018882325, 95.0, 89.8, 0.172; GCF_001830325.1, s__Polynucleobacter sp001830325, 95.0, 89.53, 0.156; GCF_018687575.1, s__Polynucleobacter asymbioticus_C, 95.0, 89.33, 0.198; GCF_900095175.1, s__Polynucleobacter necessarius_I, 95.0, 89.23, 0.158	24.99	11	0.98653	Genome has more than 27.5% of markers with multiple hits
binning_output.249	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_008015325.1, s__Pararheinheimera sp008015325, 95.0, 98.98, 0.335; GCF_000711985.1, s__Pararheinheimera texasensis, 95.0, 91.05, 0.163	10.76	11	0.97773	N/A
binning_output.250	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__CAJJDF01;g__CAJJDF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024639505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__CAJJDF01;g__CAJJDF01;s__CAJJDF01 sp024639505	89.44	0.237	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__CAJJDF01;g__CAJJDF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	18.83	11	0.99034	Genome has more than 18.3% of markers with multiple hits
binning_output.251	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	12.91	11	0.96263	N/A
binning_output.252	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_000433355.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	98.69	0.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900544195.1, s__Cryptobacteroides sp900544195, 95.0, 95.6, 0.244; GCA_934725575.1, s__Cryptobacteroides sp934725575, 95.0, 94.61, 0.233; GCA_000431015.1, s__Cryptobacteroides sp000431015, 95.0, 94.5, 0.186	40.08	11	0.99804	Genome has more than 19.2% of markers with multiple hits
binning_output.253	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	22.2	11	0.95035	Genome has more than 18.3% of markers with multiple hits
binning_output.254	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.6	11	0.85309	Genome has more than 12.5% of markers with multiple hits
binning_output.255	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	26.16	11	0.97533	Genome has more than 13.3% of markers with multiple hits
binning_output.256	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	27.23	11	0.89948	Genome has more than 23.3% of markers with multiple hits
binning_output.257	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	13.53	11	0.61914	Genome domain questionable ( 15.0% Bacterial, 5.7% Archaeal)
binning_output.258	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_008806955.1, s__Cellvibrio sp000263355, 95.0, 96.52, 0.386	22.3	11	0.93896	Genome has more than 12.5% of markers with multiple hits
binning_output.259	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.68	11	0.38927	classification restricted to valid phylum;Genome has more than 11.7% of markers with multiple hits
binning_output.260	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	21.13	11	0.81453	Genome has more than 18.3% of markers with multiple hits
binning_output.261	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__Marivivens geojensis	GCA_023540835.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__Marivivens geojensis	99.48	0.631	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_023540835.1, s__Marivivens geojensis, 95.0, 99.48, 0.631; GCF_030410045.1, s__Marivivens donghaensis, 95.0, 95.73, 0.533	14.94	11	N/A	N/A
binning_output.262	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	21.07	11	0.98117	Genome has more than 28.3% of markers with multiple hits
binning_output.263	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA918;g__OLB19;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA918;g__OLB19;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	19.56	11	0.94686	Genome has more than 10.0% of markers with multiple hits
binning_output.264	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009680455.1, s__Lachnospira eligens_A, 95.58, 98.7, 0.437; GCA_019424245.1, s__Lachnospira sp019424245, 95.0, 97.71, 0.259; GCF_000146185.1, s__Lachnospira eligens, 95.0, 97.42, 0.382; GCF_003458705.1, s__Lachnospira sp003537285, 95.31, 96.31, 0.344; GCA_003464165.1, s__Lachnospira sp003451515, 95.0, 96.26, 0.376; GCA_934343805.1, s__Lachnospira sp934343805, 95.0, 91.96, 0.185; GCA_030537195.1, s__Lachnospira sp030537195, 95.0, 91.79, 0.276; GCA_945910225.1, s__Lachnospira sp945910225, 95.0, 90.6, 0.164	34.92	11	0.99829	Genome has more than 25.8% of markers with multiple hits
binning_output.265	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.86	11	0.96718	N/A
binning_output.266	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	20.04	11	0.98611	N/A
binning_output.267	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
binning_output.268	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__	N/A	N/A	N/A	N/A	N/A	GCF_018066915.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp018066915	98.1	0.389	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000768555.3, s__Roseovarius mucosus, 95.0, 91.09, 0.254; GCF_027019125.1, s__Roseovarius sp027019125, 95.0, 91.01, 0.278; GCF_002080415.1, s__Roseovarius mucosus_A, 95.0, 89.5, 0.19	26.87	11	0.99796	Genome has more than 25.0% of markers with multiple hits
binning_output.269	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	16.23	11	0.7455	N/A
binning_output.270	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__Marivivens geojensis	GCA_023540835.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__Marivivens geojensis	98.91	0.691	GCA_023540835.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__Marivivens geojensis	98.91	0.691	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_030410045.1, s__Marivivens donghaensis, 95.0, 92.09, 0.52	27.01	11	N/A	N/A
binning_output.271	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	18.39	11	0.35699	Genome has more than 10.0% of markers with multiple hits
binning_output.272	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000233695.2	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter postgatei	97.21	0.5	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030145005.1, s__Desulfobacter sp030145005, 95.0, 90.68, 0.197; GCA_003252055.1, s__Desulfobacter postgatei_B, 95.0, 90.68, 0.175; GCF_004319545.1, s__Desulfobacter hydrogenophilus, 95.0, 89.71, 0.203; GCF_000373985.1, s__Desulfobacter curvatus, 95.0, 89.6, 0.174; GCF_000745975.1, s__Desulfobacter vibrioformis, 95.0, 89.5, 0.194	44.37	11	0.99597	Genome has more than 11.7% of markers with multiple hits
binning_output.273	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	20.0	11	0.99036	N/A
binning_output.274	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__DZBG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__DZBG01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	21.49	11	0.95489	N/A
